Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_1365,r,59977.479388,18.995, 0.031,1m011,coj
NGC_1365,r,59978.154901,19.220, 0.033,1m004,lsc
NGC_1365,r,59978.155551,19.341, 0.033,1m004,lsc
NGC_1365,r,59979.514933,18.904, 0.030,1m003,coj
NGC_1365,r,59979.515583,18.901, 0.030,1m003,coj
NGC_1365,r,59980.487734,19.021, 0.030,1m003,coj
NGC_1365,r,59980.488395,19.016, 0.030,1m003,coj
NGC_1365,r,59981.536144,19.116, 0.033,1m003,coj
NGC_1365,r,59981.536806,19.177, 0.033,1m003,coj
NGC_1365,r,59983.094245,19.467, 0.031,1m004,lsc
NGC_1365,r,59983.094894,19.578, 0.031,1m004,lsc
NGC_1365,r,59984.137150,19.592, 0.031,1m009,lsc
NGC_1365,r,59984.137800,25.213, 0.040,1m009,lsc
NGC_1365,r,59985.119691,19.490, 0.031,1m005,lsc
NGC_1365,r,59985.120340,19.330, 0.031,1m005,lsc
NGC_1365,r,59985.852269,19.520, 0.028,1m013,cpt
NGC_1365,r,59985.852918,19.492, 0.028,1m013,cpt
NGC_1365,r,59987.089759,27.547, 0.041,1m009,lsc
NGC_1365,r,59987.090408,27.719, 0.042,1m009,lsc
NGC_1365,r,59987.794785,19.158, 0.027,1m010,cpt
NGC_1365,r,59987.795434,19.454, 0.027,1m010,cpt
NGC_1365,r,59989.515596,18.797, 0.030,1m003,coj
NGC_1365,r,59989.516268,18.847, 0.030,1m003,coj
NGC_1365,r,59990.110725,19.502, 0.029,1m004,lsc
NGC_1365,r,59990.111374,19.303, 0.029,1m004,lsc
NGC_1365,r,59991.512072,19.099, 0.031,1m011,coj
NGC_1365,r,59991.512732,19.039, 0.031,1m011,coj
NGC_1365,r,59994.492139,18.870, 0.029,1m003,coj
NGC_1365,r,59994.492788,19.249, 0.030,1m003,coj
NGC_1365,r,59995.109556,19.235, 0.029,1m005,lsc
NGC_1365,r,59995.110206,19.310, 0.029,1m005,lsc
NGC_1365,r,59996.791767,19.551, 0.028,1m010,cpt
NGC_1365,r,59996.792416,19.571, 0.028,1m010,cpt
NGC_1365,r,59997.795352,19.340, 0.028,1m012,cpt
NGC_1365,r,59997.796001,19.300, 0.028,1m012,cpt
NGC_1365,r,59998.831449,19.735, 0.028,1m013,cpt
NGC_1365,r,59998.832098,19.753, 0.028,1m013,cpt
NGC_1365,r,59999.822352,19.636, 0.028,1m013,cpt
NGC_1365,r,59999.823001,19.682, 0.029,1m013,cpt
NGC_1365,r,60000.802830,19.619, 0.030,1m012,cpt
NGC_1365,r,60000.803491,19.470, 0.030,1m012,cpt
NGC_1365,r,60001.469866,18.914, 0.030,1m011,coj
NGC_1365,r,60001.470515,18.959, 0.030,1m011,coj
NGC_1365,r,60003.043054,27.781, 0.041,1m009,lsc
NGC_1365,r,60003.043704,25.389, 0.038,1m009,lsc
NGC_1365,r,60003.787973,18.696, 0.028,1m010,cpt
NGC_1365,r,60003.788622,18.681, 0.028,1m010,cpt
NGC_1365,r,60004.777936,18.543, 0.053,1m013,cpt
NGC_1365,r,60004.778586,18.336, 0.049,1m013,cpt
NGC_1365,r,60006.063788,18.381, 0.031,1m005,lsc
NGC_1365,r,60006.064437,18.213, 0.030,1m005,lsc
NGC_1365,r,60006.784777,17.981, 0.069,1m010,cpt
NGC_1365,r,60006.785426,17.861, 0.061,1m010,cpt
NGC_1365,r,60008.045280,18.221, 0.029,1m005,lsc
NGC_1365,r,60008.045917,18.378, 0.029,1m005,lsc
NGC_1365,r,60009.067619,18.165, 0.031,1m005,lsc
NGC_1365,r,60009.068268,18.270, 0.032,1m005,lsc
NGC_1365,r,60010.034225,18.282, 0.031,1m004,lsc
NGC_1365,r,60010.034875,18.304, 0.031,1m004,lsc
NGC_1365,r,60011.406646,18.274, 0.031,1m011,coj
NGC_1365,r,60011.407307,18.300, 0.031,1m011,coj
NGC_1365,r,60012.449543,18.289, 0.032,1m011,coj
NGC_1365,r,60012.450204,18.276, 0.032,1m011,coj
NGC_1365,r,60012.778213,18.481, 0.028,1m013,cpt
NGC_1365,r,60012.778862,18.402, 0.028,1m013,cpt
NGC_1365,r,60015.396378,18.189, 0.029,1m003,coj
NGC_1365,r,60015.397052,18.001, 0.031,1m003,coj
NGC_1365,r,60016.800429,18.595, 0.029,1m012,cpt
NGC_1365,r,60016.801137,18.617, 0.029,1m012,cpt
NGC_1365,r,60018.411449,18.414, 0.029,1m011,coj
NGC_1365,r,60018.412109,18.372, 0.029,1m011,coj
NGC_1365,r,60019.414513,18.486, 0.029,1m011,coj
NGC_1365,r,60019.415198,18.471, 0.029,1m011,coj
NGC_1365,r,60020.778134,18.833, 0.028,1m010,cpt
NGC_1365,r,60020.779027,18.538, 0.028,1m010,cpt
NGC_1365,r,60021.773288,18.760, 0.035,1m010,cpt
NGC_1365,r,60021.774076,18.539, 0.060,1m010,cpt
NGC_1365,r,60024.769479,18.956, 0.029,1m012,cpt
NGC_1365,r,60024.770187,18.839, 0.029,1m012,cpt
NGC_1365,r,60025.777588,17.543, 0.333,1m010,cpt
NGC_1365,r,60027.011472,19.245, 0.030,1m005,lsc
NGC_1365,r,60027.012121,19.285, 0.030,1m005,lsc
NGC_1365,r,60028.018145,18.274, 0.030,1m004,lsc
NGC_1365,r,60028.018794,18.537, 0.031,1m004,lsc
NGC_1365,r,60029.012336,18.856, 0.028,1m009,lsc
NGC_1365,r,60029.012986,18.957, 0.028,1m009,lsc
NGC_1365,r,60030.018972,19.063, 0.030,1m004,lsc
NGC_1365,r,60030.019622,19.089, 0.031,1m004,lsc
NGC_1365,r,60030.993021,18.717, 0.032,1m004,lsc
NGC_1365,r,60030.993658,18.618, 0.031,1m004,lsc
NGC_1365,r,60032.011523,18.517, 0.030,1m005,lsc
NGC_1365,r,60032.012172,18.592, 0.030,1m005,lsc
NGC_1365,r,60033.008002,18.383, 0.029,1m004,lsc
NGC_1365,r,60033.008651,18.486, 0.030,1m004,lsc
NGC_1365,r,60033.990497,18.424, 0.032,1m005,lsc
NGC_1365,r,60033.991147,18.321, 0.031,1m005,lsc
NGC_1365,r,60035.004342,18.134, 0.029,1m004,lsc
NGC_1365,r,60035.004992,18.236, 0.029,1m004,lsc
NGC_1365,r,60036.001367,17.878, 0.028,1m009,lsc
NGC_1365,r,60036.002016,18.021, 0.028,1m009,lsc
NGC_1365,r,60037.989796,18.412, 0.058,1m004,lsc
NGC_1365,r,60037.990445,18.563, 0.060,1m004,lsc
NGC_1365,r,60039.375439,18.119, 0.044,1m011,coj
NGC_1365,r,60039.376088,18.263, 0.049,1m011,coj
NGC_1365,r,60040.379710,18.327, 0.034,1m003,coj
NGC_1365,r,60040.380371,18.380, 0.034,1m003,coj
NGC_1365,r,60040.730986,18.313, 0.034,1m012,cpt
NGC_1365,r,60040.731627,18.316, 0.033,1m012,cpt
NGC_1365,r,60112.814874,18.140, 0.030,1m011,coj
NGC_1365,r,60112.815546,18.680, 0.031,1m011,coj
NGC_1365,r,60121.418751,18.422, 0.028,1m005,lsc
NGC_1365,r,60121.419400,18.289, 0.028,1m005,lsc
NGC_1365,r,60121.429737,18.691, 0.028,1m005,lsc
NGC_1365,r,60121.430386,18.369, 0.028,1m005,lsc
NGC_1365,i,59798.116765,30.501, 0.059,1m010,cpt
NGC_1365,i,59798.117415,30.533, 0.059,1m010,cpt
NGC_1365,i,59803.024376,30.397, 0.102,1m010,cpt
NGC_1365,i,59803.025025,30.645, 0.091,1m010,cpt
NGC_1365,i,59807.381806,39.498, 0.061,1m009,lsc
NGC_1365,i,59807.382456,39.051, 0.061,1m009,lsc
NGC_1365,i,59813.122089,30.590, 0.057,1m010,cpt
NGC_1365,i,59813.122738,30.695, 0.057,1m010,cpt
NGC_1365,i,59817.768858,30.227, 0.046,1m003,coj
NGC_1365,i,59817.769507,29.826, 0.044,1m003,coj
NGC_1365,i,59824.035984,30.514, 0.074,1m012,cpt
NGC_1365,i,59824.036622,30.428, 0.073,1m012,cpt
NGC_1365,i,59828.204943,31.134, 0.046,1m004,lsc
NGC_1365,i,59828.205592,31.136, 0.046,1m004,lsc
NGC_1365,i,59828.712922,30.748, 0.049,1m003,coj
NGC_1365,i,59828.713583,30.397, 0.049,1m003,coj
NGC_1365,i,59829.947068,31.323, 0.070,1m010,cpt
NGC_1365,i,59829.947719,31.077, 0.069,1m010,cpt
NGC_1365,i,59830.949777,30.940, 0.073,1m010,cpt
NGC_1365,i,59830.950426,30.666, 0.073,1m010,cpt
NGC_1365,i,59831.995114,30.985, 0.074,1m010,cpt
NGC_1365,i,59831.995764,30.851, 0.074,1m010,cpt
NGC_1365,i,59832.937452,30.710, 0.084,1m010,cpt
NGC_1365,i,59832.938102,30.579, 0.085,1m010,cpt
NGC_1365,i,59834.181028,28.367, 0.068,1m001,tfn
NGC_1365,i,59834.181689,28.421, 0.067,1m001,tfn
NGC_1365,i,59834.996952,30.088, 0.066,1m010,cpt
NGC_1365,i,59834.997601,30.270, 0.066,1m010,cpt
NGC_1365,i,59835.967218,29.695, 0.075,1m012,cpt
NGC_1365,i,59835.967870,29.518, 0.074,1m012,cpt
NGC_1365,i,59837.009126,29.427, 0.060,1m013,cpt
NGC_1365,i,59837.009775,29.364, 0.060,1m013,cpt
NGC_1365,i,59838.050645,29.179, 0.070,1m012,cpt
NGC_1365,i,59838.051295,29.286, 0.070,1m012,cpt
NGC_1365,i,59839.092498,29.334, 0.058,1m013,cpt
NGC_1365,i,59839.093147,29.439, 0.058,1m013,cpt
NGC_1365,i,59841.179592,29.156, 0.043,1m009,lsc
NGC_1365,i,59841.180241,29.242, 0.043,1m009,lsc
NGC_1365,i,59842.910366,29.690, 0.057,1m013,cpt
NGC_1365,i,59842.911015,29.505, 0.056,1m013,cpt
NGC_1365,i,59843.287562,29.599, 0.042,1m009,lsc
NGC_1365,i,59843.288211,29.753, 0.043,1m009,lsc
NGC_1365,i,59844.299558,29.922, 0.043,1m005,lsc
NGC_1365,i,59844.300207,30.059, 0.043,1m005,lsc
NGC_1365,i,59845.339470,29.814, 0.043,1m009,lsc
NGC_1365,i,59845.340119,29.952, 0.043,1m009,lsc
NGC_1365,i,59846.356098,28.155, 0.044,1m004,lsc
NGC_1365,i,59846.356747,28.048, 0.044,1m004,lsc
NGC_1365,i,59848.165443,30.147, 0.046,1m005,lsc
NGC_1365,i,59848.166092,30.206, 0.046,1m005,lsc
NGC_1365,i,59848.909314,30.045, 0.059,1m013,cpt
NGC_1365,i,59848.909963,29.769, 0.058,1m013,cpt
NGC_1365,i,59850.888317,30.623, 0.082,1m013,cpt
NGC_1365,i,59850.888978,29.724, 0.074,1m013,cpt
NGC_1365,i,59852.173022,30.781, 0.101,1m001,tfn
NGC_1365,i,59852.173674,30.772, 0.103,1m001,tfn
NGC_1365,i,59852.882901,30.489, 0.057,1m013,cpt
NGC_1365,i,59852.883585,30.478, 0.057,1m013,cpt
NGC_1365,i,59853.880208,30.631, 0.058,1m013,cpt
NGC_1365,i,59853.880857,30.780, 0.059,1m013,cpt
NGC_1365,i,59854.690583,30.638, 0.044,1m011,coj
NGC_1365,i,59854.691233,30.650, 0.044,1m011,coj
NGC_1365,i,59855.737914,30.556, 0.046,1m003,coj
NGC_1365,i,59855.738575,30.517, 0.046,1m003,coj
NGC_1365,i,59856.871896,27.608, 0.073,1m012,cpt
NGC_1365,i,59856.872534,27.783, 0.074,1m012,cpt
NGC_1365,i,59857.891216,29.670, 0.062,1m010,cpt
NGC_1365,i,59857.891865,29.734, 0.062,1m010,cpt
NGC_1365,i,59858.982168,28.920, 0.134,1m012,cpt
NGC_1365,i,59858.982817,28.794, 0.181,1m012,cpt
NGC_1365,i,59859.887249,29.368, 0.076,1m010,cpt
NGC_1365,i,59859.887898,29.400, 0.076,1m010,cpt
NGC_1365,i,59860.937953,29.799, 0.068,1m013,cpt
NGC_1365,i,59860.938614,29.599, 0.067,1m013,cpt
NGC_1365,i,59863.102065,29.017, 0.062,1m014,tfn
NGC_1365,i,59863.102726,28.813, 0.062,1m014,tfn
NGC_1365,i,59864.099213,28.601, 0.062,1m014,tfn
NGC_1365,i,59864.099885,26.573, 0.061,1m014,tfn
NGC_1365,i,59865.199796,29.105, 0.045,1m005,lsc
NGC_1365,i,59865.200446,29.096, 0.045,1m005,lsc
NGC_1365,i,59866.660031,28.725, 0.043,1m011,coj
NGC_1365,i,59866.660681,28.912, 0.044,1m011,coj
NGC_1365,i,59867.651905,29.189, 0.051,1m011,coj
NGC_1365,i,59867.652566,28.488, 0.056,1m011,coj
NGC_1365,i,59868.278435,29.356, 0.043,1m005,lsc
NGC_1365,i,59868.279084,29.362, 0.043,1m005,lsc
NGC_1365,i,59869.313200,29.290, 0.043,1m005,lsc
NGC_1365,i,59869.313849,29.317, 0.043,1m005,lsc
NGC_1365,i,59871.127874,29.524, 0.044,1m005,lsc
NGC_1365,i,59871.128524,29.312, 0.044,1m005,lsc
NGC_1365,i,59872.098136,29.121, 0.058,1m013,cpt
NGC_1365,i,59872.098785,29.159, 0.058,1m013,cpt
NGC_1365,i,59873.265251,29.492, 0.043,1m005,lsc
NGC_1365,i,59873.265900,29.271, 0.043,1m005,lsc
NGC_1365,i,59873.925014,28.771, 0.070,1m012,cpt
NGC_1365,i,59873.925674,28.720, 0.070,1m012,cpt
NGC_1365,i,59875.114075,28.517, 0.059,1m014,tfn
NGC_1365,i,59875.114736,29.007, 0.050,1m014,tfn
NGC_1365,i,59876.055218,29.090, 0.072,1m012,cpt
NGC_1365,i,59876.055914,28.804, 0.073,1m012,cpt
NGC_1365,i,59877.046993,29.135, 0.081,1m010,cpt
NGC_1365,i,59877.047642,29.538, 0.097,1m010,cpt
NGC_1365,i,59879.034132,29.739, 0.057,1m013,cpt
NGC_1365,i,59879.034781,29.396, 0.056,1m013,cpt
NGC_1365,i,59880.616322,29.166, 0.044,1m011,coj
NGC_1365,i,59880.616971,29.210, 0.044,1m011,coj
NGC_1365,i,59881.454227,29.255, 0.046,1m011,coj
NGC_1365,i,59881.454876,29.084, 0.046,1m011,coj
NGC_1365,i,59885.686120,29.115, 0.044,1m011,coj
NGC_1365,i,59885.686781,29.006, 0.044,1m011,coj
NGC_1365,i,59887.123521,40.177, 0.058,1m009,lsc
NGC_1365,i,59887.124170,45.510, 0.066,1m009,lsc
NGC_1365,i,59888.748305,28.543, 0.049,1m011,coj
NGC_1365,i,59888.748955,28.699, 0.049,1m011,coj
NGC_1365,i,59889.053010,38.174, 0.062,1m009,lsc
NGC_1365,i,59889.053659,45.791, 0.075,1m009,lsc
NGC_1365,i,59890.162421,36.161, 0.054,1m009,lsc
NGC_1365,i,59890.163070,39.002, 0.058,1m009,lsc
NGC_1365,i,59891.138621,38.161, 0.106,1m009,lsc
NGC_1365,i,59891.139270,34.824, 0.112,1m009,lsc
NGC_1365,i,59892.248235,28.906, 0.047,1m004,lsc
NGC_1365,i,59892.248885,27.247, 0.050,1m004,lsc
NGC_1365,i,59893.314482,30.049, 0.066,1m009,lsc
NGC_1365,i,59893.315131,28.298, 0.075,1m009,lsc
NGC_1365,i,59894.328414,28.364, 0.301,1m005,lsc
NGC_1365,i,59894.329063,28.677, 0.415,1m005,lsc
NGC_1365,i,59897.246981,28.675, 0.040,1m009,lsc
NGC_1365,i,59897.247631,28.731, 0.040,1m009,lsc
NGC_1365,i,59897.592949,28.817, 0.043,1m011,coj
NGC_1365,i,59897.593598,28.985, 0.044,1m011,coj
NGC_1365,i,59898.555836,28.438, 0.076,1m011,coj
NGC_1365,i,59899.287285,28.882, 0.041,1m004,lsc
NGC_1365,i,59899.287934,28.816, 0.041,1m004,lsc
NGC_1365,i,59899.641788,28.307, 0.043,1m003,coj
NGC_1365,i,59899.642448,28.416, 0.043,1m003,coj
NGC_1365,i,59900.997750,28.195, 0.052,1m014,tfn
NGC_1365,i,59900.998399,28.033, 0.052,1m014,tfn
NGC_1365,i,59902.195633,28.666, 0.040,1m005,lsc
NGC_1365,i,59902.196282,28.719, 0.040,1m005,lsc
NGC_1365,i,59903.332002,28.095, 0.040,1m009,lsc
NGC_1365,i,59903.332639,28.310, 0.040,1m009,lsc
NGC_1365,i,59904.112940,28.823, 0.040,1m004,lsc
NGC_1365,i,59904.113578,28.804, 0.040,1m004,lsc
NGC_1365,i,59905.521514,30.649, 1.193,1m003,coj
NGC_1365,i,59906.650914,27.586, 0.047,1m011,coj
NGC_1365,i,59906.651563,28.472, 0.049,1m011,coj
NGC_1365,i,59907.352748,40.771, 0.067,1m009,lsc
NGC_1365,i,59907.353398,40.424, 0.068,1m009,lsc
NGC_1365,i,59908.338887,28.453, 0.043,1m004,lsc
NGC_1365,i,59908.339537,28.544, 0.043,1m004,lsc
NGC_1365,i,59909.347781,28.421, 0.043,1m004,lsc
NGC_1365,i,59909.348430,28.547, 0.043,1m004,lsc
NGC_1365,i,59910.320957,28.931, 0.042,1m004,lsc
NGC_1365,i,59910.321609,28.674, 0.042,1m004,lsc
NGC_1365,i,59911.474198,28.527, 0.044,1m011,coj
NGC_1365,i,59911.474848,28.540, 0.044,1m011,coj
NGC_1365,i,59912.432305,28.662, 0.045,1m011,coj
NGC_1365,i,59912.432966,28.647, 0.045,1m011,coj
NGC_1365,i,59913.011375,28.249, 0.072,1m012,cpt
NGC_1365,i,59913.012024,28.422, 0.072,1m012,cpt
NGC_1365,i,59914.667906,27.593, 0.047,1m011,coj
NGC_1365,i,59914.668567,27.617, 0.047,1m011,coj
NGC_1365,i,59915.090841,28.632, 0.041,1m004,lsc
NGC_1365,i,59915.091491,28.783, 0.042,1m004,lsc
NGC_1365,i,59916.185760,36.443, 0.052,1m009,lsc
NGC_1365,i,59916.186456,44.695, 0.064,1m009,lsc
NGC_1365,i,59917.831702,28.684, 0.080,1m012,cpt
NGC_1365,i,59917.832351,28.519, 0.079,1m012,cpt
NGC_1365,i,59918.179506,29.082, 0.042,1m004,lsc
NGC_1365,i,59918.180155,29.090, 0.042,1m004,lsc
NGC_1365,i,59920.037767,29.035, 0.068,1m010,cpt
NGC_1365,i,59920.038417,29.106, 0.069,1m010,cpt
NGC_1365,i,59921.175408,29.783, 0.043,1m005,lsc
NGC_1365,i,59921.176057,29.755, 0.043,1m005,lsc
NGC_1365,i,59922.046640,29.667, 0.042,1m005,lsc
NGC_1365,i,59922.047290,29.698, 0.042,1m005,lsc
NGC_1365,i,59922.934123,29.516, 0.064,1m010,cpt
NGC_1365,i,59922.934772,29.563, 0.064,1m010,cpt
NGC_1365,i,59924.164532,29.775, 0.042,1m004,lsc
NGC_1365,i,59924.165182,29.669, 0.042,1m004,lsc
NGC_1365,i,59926.294885,29.717, 0.043,1m004,lsc
NGC_1365,i,59926.295534,29.638, 0.043,1m004,lsc
NGC_1365,i,59927.478270,29.093, 0.043,1m003,coj
NGC_1365,i,59927.478919,29.046, 0.043,1m003,coj
NGC_1365,i,59928.530955,28.913, 0.044,1m011,coj
NGC_1365,i,59928.531605,28.975, 0.044,1m011,coj
NGC_1365,i,59929.543401,28.884, 0.045,1m011,coj
NGC_1365,i,59929.544061,28.753, 0.045,1m011,coj
NGC_1365,i,59930.606124,26.962, 0.044,1m011,coj
NGC_1365,i,59930.606796,28.920, 0.045,1m011,coj
NGC_1365,i,59931.104134,51.938, 0.071,1m009,lsc
NGC_1365,i,59931.913180,28.218, 0.053,1m014,tfn
NGC_1365,i,59931.913829,28.182, 0.053,1m014,tfn
NGC_1365,i,59933.096713,28.604, 0.040,1m009,lsc
NGC_1365,i,59933.097351,28.599, 0.040,1m009,lsc
NGC_1365,i,59933.912245,28.432, 0.050,1m014,tfn
NGC_1365,i,59933.912894,28.387, 0.050,1m014,tfn
NGC_1365,i,59934.965626,28.833, 0.060,1m010,cpt
NGC_1365,i,59934.966264,28.611, 0.059,1m010,cpt
NGC_1365,i,59936.115077,28.607, 0.040,1m005,lsc
NGC_1365,i,59936.115726,28.640, 0.040,1m005,lsc
NGC_1365,i,59937.888369,28.120, 0.072,1m012,cpt
NGC_1365,i,59937.889018,28.116, 0.073,1m012,cpt
NGC_1365,i,59938.150917,28.607, 0.041,1m004,lsc
NGC_1365,i,59938.151566,28.628, 0.041,1m004,lsc
NGC_1365,i,59939.939051,28.403, 0.060,1m010,cpt
NGC_1365,i,59939.939692,28.495, 0.060,1m010,cpt
NGC_1365,i,59940.884595,28.295, 0.069,1m012,cpt
NGC_1365,i,59940.885244,27.921, 0.069,1m012,cpt
NGC_1365,i,59941.967345,27.800, 0.072,1m012,cpt
NGC_1365,i,59941.967994,27.964, 0.072,1m012,cpt
NGC_1365,i,59942.892055,26.607, 0.077,1m012,cpt
NGC_1365,i,59942.892716,28.158, 0.075,1m012,cpt
NGC_1365,i,59944.138391,28.040, 0.041,1m009,lsc
NGC_1365,i,59944.139040,28.042, 0.042,1m009,lsc
NGC_1365,i,59944.475649,28.204, 0.045,1m003,coj
NGC_1365,i,59944.476322,28.175, 0.045,1m003,coj
NGC_1365,i,59945.496188,27.995, 0.045,1m003,coj
NGC_1365,i,59945.496849,28.040, 0.045,1m003,coj
NGC_1365,i,59946.902420,27.681, 0.075,1m012,cpt
NGC_1365,i,59946.903070,27.754, 0.075,1m012,cpt
NGC_1365,i,59947.486719,27.989, 0.046,1m011,coj
NGC_1365,i,59947.487392,28.079, 0.046,1m011,coj
NGC_1365,i,59948.515270,28.134, 0.045,1m003,coj
NGC_1365,i,59948.515931,28.212, 0.044,1m003,coj
NGC_1365,i,59950.095590,28.940, 0.045,1m004,lsc
NGC_1365,i,59950.096239,28.877, 0.044,1m004,lsc
NGC_1365,i,59951.104727,29.134, 0.088,1m005,lsc
NGC_1365,i,59951.105376,28.462, 0.097,1m005,lsc
NGC_1365,i,59952.151000,29.218, 0.044,1m005,lsc
NGC_1365,i,59952.151661,29.250, 0.044,1m005,lsc
NGC_1365,i,59952.568978,27.686, 0.215,1m003,coj
NGC_1365,i,59952.569639,27.399, 0.185,1m003,coj
NGC_1365,i,59953.597803,28.923, 0.146,1m003,coj
NGC_1365,i,59953.598464,28.317, 0.153,1m003,coj
NGC_1365,i,59954.862742,29.491, 0.062,1m010,cpt
NGC_1365,i,59954.863391,29.549, 0.062,1m010,cpt
NGC_1365,i,59956.157985,51.256, 0.071,1m009,lsc
NGC_1365,i,59956.158634,51.147, 0.072,1m009,lsc
NGC_1365,i,59956.915618,30.261, 0.043,1m010,cpt
NGC_1365,i,59956.916267,30.456, 0.043,1m010,cpt
NGC_1365,i,59958.065491,30.391, 0.041,1m009,lsc
NGC_1365,i,59958.066141,30.277, 0.041,1m009,lsc
NGC_1365,i,59959.193688,30.243, 0.042,1m009,lsc
NGC_1365,i,59959.194337,30.267, 0.042,1m009,lsc
NGC_1365,i,59960.186229,30.797, 0.043,1m005,lsc
NGC_1365,i,59960.186879,30.760, 0.043,1m005,lsc
NGC_1365,i,59961.200465,35.254, 0.050,1m009,lsc
NGC_1365,i,59961.201103,37.010, 0.053,1m009,lsc
NGC_1365,i,59962.172383,30.625, 0.043,1m004,lsc
NGC_1365,i,59962.173068,30.605, 0.043,1m004,lsc
NGC_1365,i,59964.873070,29.799, 0.044,1m012,cpt
NGC_1365,i,59964.873719,29.953, 0.045,1m012,cpt
NGC_1365,i,59965.812212,29.942, 0.040,1m013,cpt
NGC_1365,i,59965.812861,29.924, 0.040,1m013,cpt
NGC_1365,i,59967.065605,29.760, 0.043,1m004,lsc
NGC_1365,i,59967.066254,29.849, 0.043,1m004,lsc
NGC_1365,i,59967.579439,29.734, 0.046,1m003,coj
NGC_1365,i,59967.580100,29.797, 0.047,1m003,coj
NGC_1365,i,59968.825418,30.586, 0.041,1m010,cpt
NGC_1365,i,59968.826067,34.215, 0.046,1m010,cpt
NGC_1365,i,59970.109286,30.436, 0.043,1m004,lsc
NGC_1365,i,59970.109936,30.493, 0.043,1m004,lsc
NGC_1365,i,59970.449299,29.619, 0.070,1m011,coj
NGC_1365,i,59971.856101,30.116, 0.041,1m013,cpt
NGC_1365,i,59971.856739,29.952, 0.040,1m013,cpt
NGC_1365,i,59973.138347,30.007, 0.044,1m004,lsc
NGC_1365,i,59973.138997,30.022, 0.044,1m004,lsc
NGC_1365,i,59974.113728,29.782, 0.043,1m005,lsc
NGC_1365,i,59974.114377,29.885, 0.043,1m005,lsc
NGC_1365,i,59975.076957,50.788, 0.073,1m009,lsc
NGC_1365,i,59975.077607,49.806, 0.072,1m009,lsc
NGC_1365,i,59976.061529,37.465, 0.055,1m009,lsc
NGC_1365,i,59976.062190,39.494, 0.058,1m009,lsc
NGC_1365,i,59977.480223,29.806, 0.048,1m011,coj
NGC_1365,i,59977.480873,29.803, 0.047,1m011,coj
NGC_1365,i,59978.156374,30.237, 0.048,1m004,lsc
NGC_1365,i,59978.157023,30.301, 0.048,1m004,lsc
NGC_1365,i,59979.516429,30.065, 0.046,1m003,coj
NGC_1365,i,59979.517079,30.043, 0.046,1m003,coj
NGC_1365,i,59980.489242,30.564, 0.047,1m003,coj
NGC_1365,i,59980.489892,30.410, 0.046,1m003,coj
NGC_1365,i,59981.537641,30.601, 0.050,1m003,coj
NGC_1365,i,59981.538302,30.617, 0.050,1m003,coj
NGC_1365,i,59983.095730,30.970, 0.047,1m004,lsc
NGC_1365,i,59983.096379,30.907, 0.047,1m004,lsc
NGC_1365,i,59984.138635,50.049, 0.075,1m009,lsc
NGC_1365,i,59984.139273,34.726, 0.052,1m009,lsc
NGC_1365,i,59985.121175,30.685, 0.045,1m005,lsc
NGC_1365,i,59985.121824,30.830, 0.045,1m005,lsc
NGC_1365,i,59985.853766,30.578, 0.041,1m013,cpt
NGC_1365,i,59985.854415,30.497, 0.041,1m013,cpt
NGC_1365,i,59987.091244,32.596, 0.048,1m009,lsc
NGC_1365,i,59987.091894,30.032, 0.044,1m009,lsc
NGC_1365,i,59987.796268,30.538, 0.041,1m010,cpt
NGC_1365,i,59987.796906,30.421, 0.041,1m010,cpt
NGC_1365,i,59989.517104,30.131, 0.048,1m003,coj
NGC_1365,i,59989.517765,30.232, 0.048,1m003,coj
NGC_1365,i,59990.112208,30.503, 0.044,1m004,lsc
NGC_1365,i,59990.112858,30.505, 0.044,1m004,lsc
NGC_1365,i,59991.513578,30.044, 0.048,1m011,coj
NGC_1365,i,59991.514239,30.172, 0.049,1m011,coj
NGC_1365,i,59994.493623,30.305, 0.048,1m003,coj
NGC_1365,i,59994.494272,30.088, 0.047,1m003,coj
NGC_1365,i,59995.111030,30.407, 0.043,1m005,lsc
NGC_1365,i,59995.111679,30.394, 0.043,1m005,lsc
NGC_1365,i,59996.793248,30.474, 0.041,1m010,cpt
NGC_1365,i,59996.793897,30.483, 0.041,1m010,cpt
NGC_1365,i,59997.796848,30.561, 0.045,1m012,cpt
NGC_1365,i,59997.797497,30.631, 0.045,1m012,cpt
NGC_1365,i,59998.832933,30.664, 0.041,1m013,cpt
NGC_1365,i,59998.833582,30.730, 0.041,1m013,cpt
NGC_1365,i,59999.823824,30.601, 0.042,1m013,cpt
NGC_1365,i,59999.824473,30.703, 0.042,1m013,cpt
NGC_1365,i,60000.804314,28.894, 0.046,1m012,cpt
NGC_1365,i,60000.804963,28.681, 0.045,1m012,cpt
NGC_1365,i,60001.471350,29.866, 0.047,1m011,coj
NGC_1365,i,60001.472010,29.917, 0.047,1m011,coj
NGC_1365,i,60003.044538,29.522, 0.042,1m009,lsc
NGC_1365,i,60003.045176,43.022, 0.062,1m009,lsc
NGC_1365,i,60003.789468,29.605, 0.042,1m010,cpt
NGC_1365,i,60003.790118,29.512, 0.042,1m010,cpt
NGC_1365,i,60004.779420,29.177, 0.062,1m013,cpt
NGC_1365,i,60004.780058,29.142, 0.059,1m013,cpt
NGC_1365,i,60006.065274,28.965, 0.044,1m005,lsc
