Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_6814,u,59892.408422, 1.603, 0.016,1m003,coj
NGC_6814,u,59892.449178, 1.519, 0.029,1m003,coj
NGC_6814,u,59892.450882, 1.511, 0.029,1m003,coj
NGC_6814,u,59892.759519, 1.487, 0.019,1m013,cpt
NGC_6814,u,59892.761215, 1.494, 0.018,1m013,cpt
NGC_6814,u,59892.878973, 1.457, 0.027,1m014,tfn
NGC_6814,u,59892.880665, 1.513, 0.028,1m014,tfn
NGC_6814,u,59893.047493, 1.522, 0.015,1m009,lsc
NGC_6814,u,59893.049175, 1.525, 0.015,1m009,lsc
NGC_6814,u,59893.425868, 1.593, 0.036,1m003,coj
NGC_6814,u,59893.427572, 1.520, 0.028,1m003,coj
NGC_6814,u,59893.803684, 1.410, 0.022,1m013,cpt
NGC_6814,u,59893.805399, 1.490, 0.024,1m013,cpt
NGC_6814,u,59894.028204, 1.532, 0.009,1m005,lsc
NGC_6814,u,59894.029896, 1.507, 0.009,1m005,lsc
NGC_6814,u,59896.104792, 1.517, 0.013,1m006,elp
NGC_6814,u,59896.106507, 1.500, 0.015,1m006,elp
NGC_6814,u,59897.027996, 1.682, 0.011,1m009,lsc
NGC_6814,u,59897.029688, 1.655, 0.011,1m009,lsc
NGC_6814,u,59897.763641, 1.732, 0.030,1m012,cpt
NGC_6814,u,59897.765321, 1.724, 0.029,1m012,cpt
NGC_6814,u,59898.035383, 1.781, 0.011,1m009,lsc
NGC_6814,u,59898.037110, 1.782, 0.011,1m009,lsc
NGC_6814,u,59898.405379, 1.666, 0.017,1m003,coj
NGC_6814,u,59898.407073, 1.649, 0.016,1m003,coj
NGC_6814,u,59898.826093, 1.664, 0.012,1m014,tfn
NGC_6814,u,59898.827785, 1.667, 0.012,1m014,tfn
NGC_6814,u,59899.824997, 1.820, 0.013,1m014,tfn
NGC_6814,u,59899.826700, 1.769, 0.013,1m014,tfn
NGC_6814,u,59900.037976, 1.726, 0.010,1m005,lsc
NGC_6814,u,59900.039668, 1.702, 0.010,1m005,lsc
NGC_6814,u,59900.406743, 1.680, 0.019,1m011,coj
NGC_6814,u,59900.408447, 1.685, 0.018,1m011,coj
NGC_6814,u,59900.427645, 1.723, 0.016,1m003,coj
NGC_6814,u,59900.429337, 1.733, 0.016,1m003,coj
NGC_6814,u,59900.823070, 1.862, 0.013,1m014,tfn
NGC_6814,u,59900.824763, 1.876, 0.013,1m014,tfn
NGC_6814,u,59901.066204, 1.911, 0.014,1m008,elp
NGC_6814,u,59901.067908, 1.859, 0.014,1m008,elp
NGC_6814,u,59901.418510, 1.763, 0.015,1m003,coj
NGC_6814,u,59901.420204, 1.753, 0.015,1m003,coj
NGC_6814,u,59901.823660, 1.898, 0.051,1m001,tfn
NGC_6814,u,59901.825364, 1.895, 0.049,1m001,tfn
NGC_6814,u,59902.029088, 1.865, 0.015,1m004,lsc
NGC_6814,u,59902.030780, 1.874, 0.015,1m004,lsc
NGC_6814,u,59903.031517, 1.878, 0.012,1m009,lsc
NGC_6814,u,59903.033234, 1.901, 0.013,1m009,lsc
NGC_6814,u,59903.408895, 1.814, 0.021,1m011,coj
NGC_6814,u,59903.410599, 1.867, 0.020,1m011,coj
NGC_6814,u,59903.822073, 1.853, 0.040,1m001,tfn
NGC_6814,u,59903.823846, 1.838, 0.046,1m001,tfn
NGC_6814,u,59904.025023, 1.804, 0.012,1m009,lsc
NGC_6814,u,59904.026715, 1.800, 0.012,1m009,lsc
NGC_6814,u,59904.842487, 1.695, 0.014,1m001,tfn
NGC_6814,u,59904.844192, 1.653, 0.014,1m001,tfn
NGC_6814,u,59905.024917, 1.646, 0.011,1m005,lsc
NGC_6814,u,59905.026609, 1.625, 0.011,1m005,lsc
NGC_6814,u,59905.839286, 1.747, 0.014,1m001,tfn
NGC_6814,u,59905.840979, 1.737, 0.015,1m001,tfn
NGC_6814,u,59906.019352, 1.714, 0.014,1m005,lsc
NGC_6814,u,59906.021044, 1.730, 0.013,1m005,lsc
NGC_6814,u,59906.805175, 1.808, 0.015,1m014,tfn
NGC_6814,u,59906.806868, 1.842, 0.016,1m014,tfn
NGC_6814,u,59907.802474, 1.978, 0.014,1m014,tfn
NGC_6814,u,59907.804166, 1.954, 0.014,1m014,tfn
NGC_6814,u,59908.020795, 1.930, 0.019,1m009,lsc
NGC_6814,u,59908.022499, 1.927, 0.017,1m009,lsc
NGC_6814,u,59908.815630, 2.057, 0.014,1m014,tfn
NGC_6814,u,59908.817322, 2.052, 0.014,1m014,tfn
NGC_6814,u,59911.818379, 1.955, 0.016,1m001,tfn
NGC_6814,u,59911.820095, 1.917, 0.016,1m001,tfn
NGC_6814,u,59913.050003, 2.116, 0.016,1m006,elp
NGC_6814,u,59913.051696, 2.149, 0.016,1m006,elp
NGC_6814,u,59913.812673, 2.279, 0.103,1m001,tfn
NGC_6814,u,59914.048042, 2.099, 0.018,1m006,elp
NGC_6814,u,59914.049734, 2.044, 0.018,1m006,elp
NGC_6814,u,59915.047789, 2.469, 0.028,1m008,elp
NGC_6814,u,59915.049505, 2.384, 0.028,1m008,elp
NGC_6814,u,59916.047867, 2.262, 0.035,1m008,elp
NGC_6814,u,59916.049583, 2.304, 0.037,1m008,elp
NGC_6814,u,60004.390836, 1.709, 0.018,1m004,lsc
NGC_6814,u,60004.392529, 1.657, 0.018,1m004,lsc
NGC_6814,u,60005.134651, 1.636, 0.018,1m012,cpt
NGC_6814,u,60005.136344, 1.639, 0.017,1m012,cpt
NGC_6814,u,60005.393020, 1.769, 0.018,1m004,lsc
NGC_6814,u,60005.394701, 1.734, 0.018,1m004,lsc
NGC_6814,u,60005.776317, 1.795, 0.024,1m003,coj
NGC_6814,u,60005.778056, 1.833, 0.024,1m003,coj
NGC_6814,u,60006.131922, 1.979, 0.016,1m013,cpt
NGC_6814,u,60006.133614, 2.012, 0.016,1m013,cpt
NGC_6814,u,60006.391483, 2.096, 0.015,1m009,lsc
NGC_6814,u,60006.393176, 2.074, 0.015,1m009,lsc
NGC_6814,u,60007.390663, 2.234, 0.012,1m005,lsc
NGC_6814,u,60007.392355, 2.235, 0.012,1m005,lsc
NGC_6814,u,60008.779594, 2.210, 0.025,1m003,coj
NGC_6814,u,60008.781334, 2.242, 0.027,1m003,coj
NGC_6814,u,60009.261828, 2.265, 0.036,1m001,tfn
NGC_6814,u,60009.263520, 2.227, 0.035,1m001,tfn
NGC_6814,u,60009.377260, 2.274, 0.018,1m005,lsc
NGC_6814,u,60009.378954, 2.254, 0.017,1m005,lsc
NGC_6814,u,60009.765627, 1.972, 0.059,1m003,coj
NGC_6814,u,60009.767356, 2.164, 0.058,1m003,coj
NGC_6814,u,60010.261077, 2.093, 0.034,1m001,tfn
NGC_6814,u,60010.262770, 2.165, 0.033,1m001,tfn
NGC_6814,u,60010.764237, 2.079, 0.061,1m011,coj
NGC_6814,u,60010.777898, 2.113, 0.037,1m003,coj
NGC_6814,u,60010.779626, 1.989, 0.055,1m003,coj
NGC_6814,u,60011.261077, 2.172, 0.030,1m014,tfn
NGC_6814,u,60011.262769, 2.190, 0.030,1m014,tfn
NGC_6814,u,60011.379836, 2.202, 0.023,1m005,lsc
NGC_6814,u,60011.381552, 2.206, 0.022,1m005,lsc
NGC_6814,u,60012.115508, 2.093, 0.030,1m010,cpt
NGC_6814,u,60012.117200, 2.018, 0.029,1m010,cpt
NGC_6814,u,60012.368903, 2.032, 0.023,1m005,lsc
NGC_6814,u,60012.370595, 2.026, 0.023,1m005,lsc
NGC_6814,u,60012.501565, 2.033, 0.040,1m006,elp
NGC_6814,u,60012.764154, 1.866, 0.033,1m011,coj
NGC_6814,u,60012.765860, 1.835, 0.032,1m011,coj
NGC_6814,u,60013.112733, 1.873, 0.027,1m010,cpt
NGC_6814,u,60013.114425, 1.868, 0.026,1m010,cpt
NGC_6814,u,60013.134131, 1.858, 0.022,1m010,cpt
NGC_6814,u,60013.135835, 1.906, 0.021,1m010,cpt
NGC_6814,u,60014.110106, 1.903, 0.025,1m010,cpt
NGC_6814,u,60014.111798, 1.931, 0.024,1m010,cpt
NGC_6814,u,60014.363550, 1.993, 0.030,1m004,lsc
NGC_6814,u,60014.365254, 2.089, 0.030,1m004,lsc
NGC_6814,u,60015.245421, 2.032, 0.027,1m001,tfn
NGC_6814,u,60015.247125, 1.990, 0.026,1m001,tfn
NGC_6814,u,60015.361108, 2.009, 0.024,1m009,lsc
NGC_6814,u,60015.362789, 1.975, 0.023,1m009,lsc
NGC_6814,u,60016.114992, 2.073, 0.021,1m010,cpt
NGC_6814,u,60016.116696, 2.057, 0.020,1m010,cpt
NGC_6814,u,60016.132481, 2.158, 0.017,1m012,cpt
NGC_6814,u,60016.134636, 2.167, 0.017,1m012,cpt
NGC_6814,u,60016.358364, 2.057, 0.022,1m009,lsc
NGC_6814,u,60016.360058, 2.014, 0.021,1m009,lsc
NGC_6814,u,60016.489005, 2.023, 0.025,1m008,elp
NGC_6814,u,60016.490697, 2.050, 0.025,1m008,elp
NGC_6814,u,60017.101981, 2.154, 0.037,1m010,cpt
NGC_6814,u,60017.103674, 1.990, 0.043,1m010,cpt
NGC_6814,u,60017.131112, 2.111, 0.018,1m010,cpt
NGC_6814,u,60017.132813, 2.099, 0.018,1m010,cpt
NGC_6814,u,60017.355536, 2.073, 0.026,1m009,lsc
NGC_6814,u,60017.357241, 2.134, 0.030,1m009,lsc
NGC_6814,u,60017.787900, 2.006, 0.021,1m003,coj
NGC_6814,u,60017.789627, 2.014, 0.021,1m003,coj
NGC_6814,u,60018.099599, 2.056, 0.020,1m013,cpt
NGC_6814,u,60018.101304, 2.054, 0.019,1m013,cpt
NGC_6814,u,60018.352830, 2.072, 0.016,1m005,lsc
NGC_6814,u,60018.354523, 2.064, 0.016,1m005,lsc
NGC_6814,u,60018.495548, 2.081, 0.017,1m006,elp
NGC_6814,u,60018.497252, 2.076, 0.018,1m006,elp
NGC_6814,u,60018.740882, 1.976, 0.028,1m011,coj
NGC_6814,u,60018.742587, 2.013, 0.027,1m011,coj
NGC_6814,u,60018.776444, 2.078, 0.020,1m011,coj
NGC_6814,u,60018.778149, 2.085, 0.020,1m011,coj
NGC_6814,u,60018.779473, 2.136, 0.019,1m003,coj
NGC_6814,u,60018.781201, 2.131, 0.019,1m003,coj
NGC_6814,u,60019.396802, 2.285, 0.017,1m004,lsc
NGC_6814,u,60019.398495, 2.319, 0.017,1m004,lsc
NGC_6814,u,60021.133922, 2.462, 0.012,1m013,cpt
NGC_6814,u,60021.135615, 2.461, 0.012,1m013,cpt
NGC_6814,u,60021.395470, 2.405, 0.012,1m009,lsc
NGC_6814,u,60021.397163, 2.422, 0.012,1m009,lsc
NGC_6814,u,60022.090426, 2.319, 0.056,1m013,cpt
NGC_6814,u,60022.391975, 2.337, 0.012,1m009,lsc
NGC_6814,u,60022.393679, 2.313, 0.012,1m009,lsc
NGC_6814,u,60023.085842, 2.209, 0.018,1m010,cpt
NGC_6814,u,60023.087604, 2.176, 0.018,1m010,cpt
NGC_6814,u,60023.339179, 2.308, 0.013,1m005,lsc
NGC_6814,u,60023.340873, 2.313, 0.012,1m005,lsc
NGC_6814,u,60024.220920, 2.113, 0.018,1m014,tfn
NGC_6814,u,60024.222612, 2.128, 0.018,1m014,tfn
NGC_6814,u,60024.394700, 2.277, 0.009,1m005,lsc
NGC_6814,u,60024.396392, 2.260, 0.009,1m005,lsc
NGC_6814,u,60025.080513, 2.232, 0.018,1m010,cpt
NGC_6814,u,60025.082218, 2.260, 0.018,1m010,cpt
NGC_6814,u,60025.337621, 2.475, 0.020,1m004,lsc
NGC_6814,u,60025.339303, 2.461, 0.020,1m004,lsc
NGC_6814,u,60026.378838, 2.541, 0.012,1m009,lsc
NGC_6814,u,60026.380530, 2.564, 0.012,1m009,lsc
NGC_6814,u,60027.348006, 2.542, 0.014,1m009,lsc
NGC_6814,u,60027.349699, 2.506, 0.014,1m009,lsc
NGC_6814,u,60027.458869, 2.411, 0.023,1m008,elp
NGC_6814,u,60027.460573, 2.452, 0.023,1m008,elp
NGC_6814,u,60028.363435, 2.619, 0.013,1m009,lsc
NGC_6814,u,60028.365128, 2.631, 0.013,1m009,lsc
NGC_6814,u,60028.488603, 2.623, 0.016,1m006,elp
NGC_6814,u,60028.490295, 2.588, 0.017,1m006,elp
NGC_6814,u,60029.371705, 2.503, 0.015,1m004,lsc
NGC_6814,u,60029.373385, 2.523, 0.015,1m004,lsc
NGC_6814,u,60029.479821, 2.484, 0.014,1m006,elp
NGC_6814,u,60029.481513, 2.527, 0.014,1m006,elp
NGC_6814,u,60030.329307, 2.541, 0.015,1m009,lsc
NGC_6814,u,60030.331011, 2.536, 0.015,1m009,lsc
NGC_6814,u,60031.082460, 2.676, 0.013,1m013,cpt
NGC_6814,u,60031.084153, 2.691, 0.013,1m013,cpt
NGC_6814,u,60032.088627, 2.726, 0.015,1m010,cpt
NGC_6814,u,60032.090463, 2.762, 0.015,1m010,cpt
NGC_6814,u,60033.087455, 2.773, 0.013,1m013,cpt
NGC_6814,u,60033.089143, 2.744, 0.013,1m013,cpt
NGC_6814,u,60033.715710, 2.530, 0.023,1m011,coj
NGC_6814,u,60033.717428, 2.588, 0.023,1m011,coj
NGC_6814,u,60034.086798, 2.625, 0.015,1m010,cpt
NGC_6814,u,60034.088491, 2.635, 0.015,1m010,cpt
NGC_6814,u,60034.714919, 2.530, 0.020,1m003,coj
NGC_6814,u,60034.716634, 2.582, 0.020,1m003,coj
NGC_6814,u,60035.315630, 2.613, 0.014,1m009,lsc
NGC_6814,u,60035.317322, 2.624, 0.014,1m009,lsc
NGC_6814,u,60036.050151, 2.533, 0.018,1m010,cpt
NGC_6814,u,60036.051836, 2.578, 0.018,1m010,cpt
NGC_6814,u,60036.379223, 2.758, 0.012,1m009,lsc
NGC_6814,u,60036.380915, 2.743, 0.012,1m009,lsc
NGC_6814,u,60037.110874, 2.781, 0.012,1m013,cpt
NGC_6814,u,60037.112568, 2.807, 0.012,1m013,cpt
NGC_6814,u,60037.300670, 2.600, 0.022,1m009,lsc
NGC_6814,u,60037.302362, 2.674, 0.021,1m009,lsc
NGC_6814,u,60037.777668, 2.699, 0.016,1m011,coj
NGC_6814,u,60037.779374, 2.718, 0.016,1m011,coj
NGC_6814,u,60039.153448, 2.579, 0.013,1m010,cpt
NGC_6814,u,60039.155141, 2.575, 0.013,1m010,cpt
NGC_6814,u,60039.695074, 2.265, 0.046,1m003,coj
NGC_6814,u,60039.696802, 2.306, 0.043,1m003,coj
NGC_6814,u,60040.039208, 2.333, 0.035,1m012,cpt
NGC_6814,u,60040.040900, 2.270, 0.034,1m012,cpt
NGC_6814,u,60041.076696, 2.463, 0.021,1m013,cpt
NGC_6814,u,60041.078390, 2.438, 0.020,1m013,cpt
NGC_6814,u,60041.304554, 2.328, 0.021,1m005,lsc
NGC_6814,u,60041.306247, 2.356, 0.021,1m005,lsc
NGC_6814,u,60042.236690, 2.156, 0.030,1m014,tfn
NGC_6814,u,60042.238382, 2.217, 0.030,1m014,tfn
NGC_6814,u,60042.319334, 2.248, 0.017,1m005,lsc
NGC_6814,u,60042.321026, 2.280, 0.017,1m005,lsc
NGC_6814,u,60043.291996, 1.969, 0.023,1m009,lsc
NGC_6814,u,60043.293688, 2.011, 0.023,1m009,lsc
NGC_6814,u,60043.403277, 2.065, 0.013,1m009,lsc
NGC_6814,u,60043.404970, 2.039, 0.013,1m009,lsc
NGC_6814,u,60044.028359, 2.054, 0.026,1m012,cpt
NGC_6814,u,60044.030191, 1.967, 0.025,1m012,cpt
NGC_6814,u,60044.397381, 2.118, 0.016,1m004,lsc
NGC_6814,u,60044.399062, 2.105, 0.016,1m004,lsc
NGC_6814,u,60045.077277, 1.897, 0.018,1m010,cpt
NGC_6814,u,60045.079143, 1.936, 0.019,1m010,cpt
NGC_6814,u,60045.400274, 2.096, 0.012,1m005,lsc
NGC_6814,u,60045.401966, 2.075, 0.012,1m005,lsc
NGC_6814,u,60046.022895, 1.928, 0.029,1m010,cpt
NGC_6814,u,60046.024587, 1.839, 0.029,1m010,cpt
NGC_6814,u,60046.472535, 1.974, 0.017,1m008,elp
NGC_6814,u,60046.474239, 1.991, 0.018,1m008,elp
NGC_6814,u,60048.398103, 2.527, 0.009,1m005,lsc
NGC_6814,u,60048.399797, 2.520, 0.009,1m005,lsc
NGC_6814,u,60048.677101, 2.271, 0.020,1m003,coj
NGC_6814,u,60048.678805, 2.273, 0.020,1m003,coj
NGC_6814,u,60049.014489, 2.380, 0.018,1m010,cpt
NGC_6814,u,60049.016170, 2.440, 0.018,1m010,cpt
NGC_6814,u,60050.058391, 2.468, 0.014,1m010,cpt
NGC_6814,u,60050.060083, 2.427, 0.014,1m010,cpt
NGC_6814,u,60051.024950, 2.591, 0.014,1m013,cpt
NGC_6814,u,60051.026642, 2.611, 0.014,1m013,cpt
NGC_6814,u,60051.069918, 2.705, 0.012,1m013,cpt
NGC_6814,u,60051.071612, 2.730, 0.012,1m013,cpt
NGC_6814,u,60052.030544, 2.898, 0.015,1m012,cpt
NGC_6814,u,60052.032236, 2.833, 0.015,1m012,cpt
NGC_6814,u,60052.114966, 3.030, 0.012,1m012,cpt
NGC_6814,u,60052.116693, 3.008, 0.012,1m012,cpt
NGC_6814,u,60053.016842, 3.000, 0.058,1m012,cpt
NGC_6814,u,60053.399788, 3.202, 0.011,1m009,lsc
NGC_6814,u,60053.401481, 3.200, 0.011,1m009,lsc
NGC_6814,u,60054.278495, 2.964, 0.012,1m005,lsc
NGC_6814,u,60054.280188, 2.951, 0.012,1m005,lsc
NGC_6814,u,60055.147439, 2.777, 0.017,1m014,tfn
NGC_6814,u,60055.149131, 2.758, 0.017,1m014,tfn
NGC_6814,u,60055.175609, 2.806, 0.018,1m001,tfn
NGC_6814,u,60055.177313, 2.841, 0.018,1m001,tfn
NGC_6814,u,60056.249131, 2.627, 0.013,1m005,lsc
NGC_6814,u,60056.250823, 2.624, 0.013,1m005,lsc
NGC_6814,u,60057.170658, 2.591, 0.014,1m014,tfn
NGC_6814,u,60057.172374, 2.621, 0.014,1m014,tfn
NGC_6814,u,60058.199180, 2.610, 0.013,1m001,tfn
NGC_6814,u,60058.200872, 2.583, 0.013,1m001,tfn
NGC_6814,u,60058.270986, 2.507, 0.013,1m009,lsc
NGC_6814,u,60058.272678, 2.499, 0.013,1m009,lsc
NGC_6814,u,60059.166605, 2.619, 0.014,1m014,tfn
NGC_6814,u,60059.168298, 2.641, 0.014,1m014,tfn
NGC_6814,u,60059.628758, 2.388, 0.024,1m003,coj
NGC_6814,u,60059.630509, 2.428, 0.024,1m003,coj
NGC_6814,u,60060.172218, 2.643, 0.014,1m001,tfn
NGC_6814,u,60060.173910, 2.620, 0.014,1m001,tfn
NGC_6814,u,60060.336024, 2.685, 0.014,1m004,lsc
NGC_6814,u,60060.337717, 2.678, 0.014,1m004,lsc
NGC_6814,u,60061.212661, 2.472, 0.013,1m001,tfn
NGC_6814,u,60061.214353, 2.480, 0.013,1m001,tfn
NGC_6814,u,60061.350239, 2.394, 0.009,1m005,lsc
NGC_6814,u,60061.351934, 2.389, 0.009,1m005,lsc
NGC_6814,u,60062.319964, 2.317, 0.011,1m009,lsc
NGC_6814,u,60062.321668, 2.295, 0.011,1m009,lsc
NGC_6814,u,60062.391615, 2.340, 0.012,1m004,lsc
NGC_6814,u,60062.393308, 2.357, 0.012,1m004,lsc
NGC_6814,u,60063.304778, 2.597, 0.014,1m004,lsc
NGC_6814,u,60063.306472, 2.597, 0.014,1m004,lsc
NGC_6814,u,60063.378163, 2.549, 0.008,1m005,lsc
NGC_6814,u,60063.379856, 2.526, 0.008,1m005,lsc
NGC_6814,u,60064.117535, 2.254, 0.019,1m014,tfn
NGC_6814,u,60064.119228, 2.263, 0.019,1m014,tfn
NGC_6814,u,60064.752873, 2.258, 0.014,1m003,coj
NGC_6814,u,60064.754567, 2.262, 0.014,1m003,coj
NGC_6814,u,60065.303566, 2.108, 0.008,1m005,lsc
NGC_6814,u,60065.305258, 2.126, 0.009,1m005,lsc
NGC_6814,u,60065.612566, 1.821, 0.031,1m003,coj
NGC_6814,u,60065.614283, 1.898, 0.031,1m003,coj
NGC_6814,u,60065.981506, 2.017, 0.020,1m013,cpt
NGC_6814,u,60065.983200, 1.990, 0.023,1m013,cpt
NGC_6814,u,60066.609819, 1.897, 0.042,1m003,coj
NGC_6814,u,60066.809613, 1.974, 0.023,1m003,coj
NGC_6814,u,60066.811329, 2.007, 0.017,1m003,coj
NGC_6814,u,60067.055697, 1.648, 0.011,1m012,cpt
NGC_6814,u,60067.057389, 1.671, 0.011,1m012,cpt
NGC_6814,u,60067.784472, 1.892, 0.014,1m003,coj
NGC_6814,u,60067.786188, 1.870, 0.014,1m003,coj
NGC_6814,u,60068.032214, 1.694, 0.014,1m013,cpt
NGC_6814,u,60068.082004, 1.644, 0.011,1m013,cpt
NGC_6814,u,60068.083698, 1.633, 0.013,1m013,cpt
NGC_6814,u,60068.606913, 1.893, 0.041,1m011,coj
NGC_6814,u,60068.608618, 1.836, 0.040,1m011,coj
NGC_6814,u,60069.045648, 1.691, 0.014,1m012,cpt
NGC_6814,u,60069.047330, 1.680, 0.014,1m012,cpt
NGC_6814,u,60069.612748, 2.009, 0.047,1m003,coj
NGC_6814,u,60069.614464, 2.028, 0.046,1m003,coj
NGC_6814,u,60070.122278, 2.005, 0.043,1m001,tfn
NGC_6814,u,60070.123970, 1.920, 0.041,1m001,tfn
NGC_6814,u,60070.963953, 1.646, 0.031,1m010,cpt
NGC_6814,u,60070.965645, 1.664, 0.031,1m010,cpt
NGC_6814,u,60071.317615, 1.904, 0.019,1m004,lsc
NGC_6814,u,60071.319307, 1.918, 0.019,1m004,lsc
NGC_6814,u,60071.651246, 1.739, 0.047,1m011,coj
NGC_6814,u,60072.128075, 1.683, 0.022,1m014,tfn
NGC_6814,u,60072.129767, 1.642, 0.022,1m014,tfn
NGC_6814,u,60072.788678, 1.626, 0.021,1m011,coj
NGC_6814,u,60072.790394, 1.555, 0.021,1m011,coj
NGC_6814,u,60072.960422, 1.550, 0.026,1m010,cpt
NGC_6814,u,60072.962115, 1.566, 0.026,1m010,cpt
NGC_6814,u,60073.176993, 1.670, 0.018,1m001,tfn
NGC_6814,u,60073.178685, 1.685, 0.018,1m001,tfn
NGC_6814,u,60073.675359, 1.557, 0.025,1m003,coj
NGC_6814,u,60073.677066, 1.601, 0.024,1m003,coj
NGC_6814,u,60075.645151, 1.629, 0.019,1m003,coj
NGC_6814,u,60075.646845, 1.658, 0.019,1m003,coj
NGC_6814,u,60075.785283, 1.656, 0.017,1m003,coj
NGC_6814,u,60075.786998, 1.661, 0.017,1m003,coj
NGC_6814,u,60076.253383, 1.643, 0.022,1m009,lsc
NGC_6814,u,60076.255075, 1.641, 0.020,1m009,lsc
NGC_6814,u,60076.753098, 1.583, 0.016,1m011,coj
NGC_6814,u,60076.754791, 1.505, 0.024,1m011,coj
NGC_6814,u,60077.340232, 1.698, 0.008,1m005,lsc
NGC_6814,u,60077.341913, 1.669, 0.008,1m005,lsc
NGC_6814,u,60078.125708, 1.837, 0.013,1m001,tfn
NGC_6814,u,60078.127412, 1.826, 0.013,1m001,tfn
NGC_6814,u,60078.294947, 1.832, 0.008,1m005,lsc
NGC_6814,u,60078.296639, 1.846, 0.008,1m005,lsc
NGC_6814,u,60079.252395, 1.745, 0.011,1m009,lsc
NGC_6814,u,60079.254089, 1.753, 0.011,1m009,lsc
NGC_6814,u,60079.340144, 1.747, 0.008,1m005,lsc
NGC_6814,u,60079.341836, 1.761, 0.008,1m005,lsc
NGC_6814,u,60079.930579, 1.604, 0.012,1m013,cpt
NGC_6814,u,60079.932272, 1.604, 0.012,1m013,cpt
NGC_6814,u,60080.379492, 1.643, 0.009,1m009,lsc
NGC_6814,u,60080.381185, 1.639, 0.009,1m009,lsc
NGC_6814,u,60080.930312, 1.523, 0.012,1m013,cpt
NGC_6814,u,60080.932007, 1.548, 0.011,1m013,cpt
NGC_6814,u,60081.378128, 1.568, 0.015,1m008,elp
NGC_6814,u,60081.379820, 1.591, 0.015,1m008,elp
NGC_6814,u,60082.286499, 1.790, 0.008,1m005,lsc
NGC_6814,u,60082.288191, 1.781, 0.008,1m005,lsc
NGC_6814,u,60082.421557, 1.784, 0.012,1m004,lsc
NGC_6814,u,60082.423250, 1.781, 0.012,1m004,lsc
NGC_6814,u,60083.117042, 1.647, 0.012,1m001,tfn
NGC_6814,u,60083.118724, 1.658, 0.012,1m001,tfn
NGC_6814,u,60083.570022, 1.573, 0.019,1m003,coj
NGC_6814,u,60083.571728, 1.523, 0.019,1m003,coj
NGC_6814,u,60083.961247, 1.595, 0.009,1m013,cpt
NGC_6814,u,60083.962940, 1.600, 0.009,1m013,cpt
NGC_6814,u,60085.093493, 1.507, 0.017,1m014,tfn
NGC_6814,u,60085.095186, 1.495, 0.016,1m014,tfn
NGC_6814,u,60086.435326, 1.497, 0.011,1m006,elp
NGC_6814,u,60086.437018, 1.523, 0.011,1m006,elp
NGC_6814,u,60086.699575, 1.457, 0.012,1m011,coj
NGC_6814,u,60086.701302, 1.451, 0.012,1m011,coj
NGC_6814,u,60087.204093, 1.432, 0.012,1m009,lsc
NGC_6814,u,60087.205798, 1.449, 0.011,1m009,lsc
NGC_6814,u,60087.928838, 1.389, 0.010,1m013,cpt
NGC_6814,u,60087.930530, 1.404, 0.010,1m013,cpt
NGC_6814,u,60088.254133, 1.321, 0.030,1m009,lsc
NGC_6814,u,60088.255837, 1.349, 0.020,1m009,lsc
NGC_6814,u,60088.426866, 1.351, 0.036,1m006,elp
NGC_6814,u,60088.428558, 1.259, 0.039,1m006,elp
NGC_6814,u,60090.425275, 1.617, 0.012,1m004,lsc
NGC_6814,u,60090.426968, 1.591, 0.012,1m004,lsc
NGC_6814,u,60091.090711, 1.554, 0.008,1m013,cpt
NGC_6814,u,60091.092392, 1.543, 0.008,1m013,cpt
NGC_6814,u,60091.615649, 1.598, 0.023,1m003,coj
NGC_6814,u,60091.617352, 1.538, 0.023,1m003,coj
NGC_6814,u,60093.010894, 1.581, 0.009,1m013,cpt
NGC_6814,u,60093.012587, 1.597, 0.009,1m013,cpt
NGC_6814,u,60093.640407, 1.689, 0.015,1m011,coj
NGC_6814,u,60093.642111, 1.717, 0.015,1m011,coj
NGC_6814,u,60094.275076, 1.857, 0.008,1m005,lsc
NGC_6814,u,60094.276769, 1.863, 0.008,1m005,lsc
NGC_6814,u,60095.142497, 1.889, 0.029,1m005,lsc
NGC_6814,u,60095.144189, 1.919, 0.034,1m005,lsc
NGC_6814,u,60096.192805, 2.107, 0.013,1m005,lsc
NGC_6814,u,60096.194497, 2.112, 0.013,1m005,lsc
NGC_6814,u,60096.976010, 1.986, 0.017,1m010,cpt
NGC_6814,u,60096.977702, 2.011, 0.017,1m010,cpt
NGC_6814,u,60098.801011, 1.900, 0.029,1m003,coj
NGC_6814,u,60098.802715, 1.877, 0.036,1m003,coj
NGC_6814,u,60100.129022, 2.030, 0.039,1m009,lsc
NGC_6814,u,60100.130715, 1.985, 0.036,1m009,lsc
NGC_6814,u,60101.128610, 2.345, 0.018,1m012,cpt
NGC_6814,u,60103.130910, 2.430, 0.019,1m009,lsc
NGC_6814,u,60103.219808, 2.558, 0.017,1m004,lsc
NGC_6814,u,60103.221500, 2.557, 0.017,1m004,lsc
NGC_6814,u,60104.334035, 2.705, 0.015,1m004,lsc
NGC_6814,u,60104.335717, 2.727, 0.015,1m004,lsc
NGC_6814,u,60105.294915, 2.696, 0.009,1m005,lsc
NGC_6814,u,60105.296620, 2.714, 0.009,1m005,lsc
NGC_6814,u,60106.337108, 2.366, 0.011,1m009,lsc
